"Test","Firefox Failures","Chrome Failures","Safari Failures","Bugs"
"/css/selectors/invalidation/typed-child-indexed-pseudo-classes-in-has.html",48,0,21,""
"/css/selectors/has-matches-to-uninserted-elements.html",12,0,0,1737719
"/css/selectors/invalidation/has-in-sibling-position.html",114,0,0,1770370
"/css/selectors/invalidation/has-with-pseudo-class.html",41,0,0,1748399
"/css/selectors/parsing/parse-has-disallow-nesting-has-inside-has.html",2,0,0,1773973
"/css/selectors/invalidation/has-sibling.html",35,0,0,""
"/css/selectors/invalidation/has-complexity.html",6,0,0,""
"/css/selectors/invalidation/empty-pseudo-in-has.html",2,0,0,""
"/css/selectors/invalidation/lang-pseudo-class-in-has-multiple-document-elements.html",1,0,0,""
"/css/selectors/invalidation/lang-pseudo-class-in-has.html",1,1,0,""
"/css/selectors/invalidation/user-action-pseudo-classes-in-has.html",1,0,1,1759031
"/css/selectors/invalidation/link-pseudo-in-has.html",1,0,0,1769228
"/css/selectors/invalidation/location-pseudo-classes-in-has.html",1,0,0,""
"/css/selectors/invalidation/subject-has-invalidation-with-display-none-anchor-element.html",1,0,0,1782187
"/css/selectors/invalidation/not-pseudo-containing-complex-in-has.html",345,0,14,1771020
"/css/selectors/invalidation/fullscreen-pseudo-class-in-has.html",3,0,0,""
"/css/selectors/invalidation/lang-pseudo-class-in-has-xhtml.xhtml",1,1,0,""
"/css/selectors/invalidation/has-with-not.html",10,0,0,""
"/css/selectors/invalidation/lang-pseudo-class-in-has-document-element.html",1,0,0,""
"/css/selectors/invalidation/has-invalidation-after-removing-non-first-element.html",1,0,0,1796791
"/css/selectors/invalidation/has-in-ancestor-position.html",127,0,0,1770370
"/css/selectors/invalidation/attribute-or-elemental-selectors-in-has.html",13,0,0,""
"/css/selectors/invalidation/has-invalidation-for-wiping-an-element.html",2,0,0,1792148
"/css/selectors/invalidation/has-in-parent-position.html",59,0,0,1770370
"/css/selectors/parsing/parse-has.html",24,0,0,1771692
"/css/selectors/has-relative-argument.html",35,0,0,1773973
"/css/selectors/has-specificity.html",7,0,0,1753934
"/css/selectors/invalidation/host-pseudo-class-in-has.html",4,0,4,""
"/css/selectors/invalidation/target-pseudo-in-has.html",1,0,0,1775494
"/css/selectors/has-visited.html",1,0,0,""
"/css/selectors/has-basic.html",18,0,0,1773973
"/css/selectors/invalidation/modal-pseudo-class-in-has.html",5,0,0,""
"/css/selectors/invalidation/dir-pseudo-class-in-has.html",1,0,0,""
"/css/selectors/invalidation/has-in-adjacent-position.html",102,0,0,1770370
"/css/selectors/invalidation/child-indexed-pseudo-classes-in-has.html",27,0,12,""
"/css/selectors/invalidation/is-pseudo-containing-complex-in-has.html",336,0,21,1771020
"/css/selectors/has-argument-with-explicit-scope.html",13,0,3,""
"/css/selectors/invalidation/input-pseudo-classes-in-has.html",9,0,1,1763454
